,base1,bass.mp3,drums.mp3,other.mp3,vocals.mp3
106,1.0,0.0,0.0027567650749016,0.0,0.8157197071247952
107,1.0,0.0,0.0027271806456743,0.0,0.8235155273316364
108,1.0,0.0,0.0026669502545378,0.0,0.8294540770225318
109,1.0,0.0,0.0027264754220777,0.0,0.8339198396551522
110,1.0,0.0,0.0028451632025397,0.0,0.8374995467599058
111,1.0,0.0,0.0028793702313794,0.0,0.8402395431519929
112,1.0,0.0,0.0027948314798894,0.0,0.8402438572493853
113,1.0,0.0,0.0027704372086872,0.0,0.8372857218985539
114,1.0,0.0,0.0028249069441307,0.0,0.8325129169985446
115,1.0,0.0,0.0028503787799424,0.0,0.8266176142490074
116,1.0,0.0,0.0028918635748403,0.0,0.8197793893452678
117,1.0,0.0,0.002830702140698,0.0,0.812002821743372
118,1.0,0.0,0.0027015606735929,0.0,0.8040219146897278
119,1.0,0.0,0.0026244499460849,0.0,0.796007960787769
120,1.0,0.0,0.0025867706039904,0.0,0.7880070357434641
121,1.0,0.0,0.0026659906474915,0.0,0.7808783616929996
122,1.0,0.0,0.0027398189472142,0.0,0.7753187870037122
123,1.0,0.0,0.002801961793643,0.0,0.7700574684323773
124,1.0,0.0,0.0028030340912017,0.0,0.7643665313403116
125,1.0,0.0,0.0027662236413565,0.0,0.7585754593835997
126,1.0,0.0,0.0027934540678241,0.0,0.7529277044201075
127,1.0,0.0,0.0029141341881911,0.0,0.7482508866911584
128,1.0,0.0,0.0029961280244234,0.0,0.7439471703604406
129,1.0,0.0,0.003047227196514,0.0,0.7394989413886064
130,1.0,0.0,0.0030641074549985,0.0,0.734331415996189
131,1.0,0.0,0.0030032127209761,0.0,0.727814994366172
132,1.0,0.0,0.0028579288154404,0.0,0.7213740155646441
133,1.0,0.0,0.0027536706407938,0.0,0.7184152629220157
134,1.0,0.0,0.0028176289047688,0.0,0.7183906476858299
135,1.0,0.0,0.0029552565303812,0.0,0.7168930786025693
136,1.0,0.0,0.0030605203390274,0.0,0.7128013669079329
137,1.0,0.0,0.0031236362848022,0.0,0.7085915362751216
138,1.0,0.0,0.0032168312025251,0.0,0.7059614772672793
139,1.0,0.0,0.003309625908571,0.0,0.7054961900444119
140,1.0,0.0,0.0033569858989546,0.0,0.7063030977870248
141,1.0,0.0,0.003322097240494,0.0,0.7068801772860926
142,1.0,0.0,0.0031415512042961,0.0,0.7066639061053486
143,1.0,0.0,0.0029169876913229,0.0,0.706998731260543
144,1.0,0.0,0.00275392682555,0.0,0.7085807485984195
145,1.0,0.0,0.0026244580191189,0.0,0.7124417919494224
146,1.0,0.0,0.0025037266148604,0.0,0.720082326608553
147,1.0,0.0,0.0024102497003032,0.0,0.7319929840741556
148,1.0,0.0,0.002360226097685,0.0,0.748045529480297
149,1.0,0.0,0.0023904129974433,0.0,0.7690115456423485
150,1.0,0.0,0.0024722033455237,0.0,0.7914291015612569
151,1.0,0.0,0.0024906133700425,0.0,0.8091244166088585
152,1.0,0.0,0.0024638654207914,0.0,0.8205936572247652
153,1.0,0.0,0.0024561178399012,0.0,0.8259529416242346
154,1.0,0.0,0.0024880682083719,0.0,0.825361332933513
155,1.0,0.0,0.0025108257861988,0.0,0.8205318790701144
156,1.0,0.0,0.0025487235500713,0.0,0.8142681666241651
157,1.0,0.0,0.0027647559390592,0.0,0.8068935917667219
158,1.0,0.0,0.0028115431994388,0.0,0.7974095426973773
159,1.0,0.0,0.0027717856218196,0.0,0.7883950430703056
160,1.0,0.0,0.002716993632029,0.0,0.7813643217765428
161,1.0,0.0,0.0026661072026128,0.0,0.776588167779508
162,1.0,0.0,0.0026327277998171,0.0,0.7776632075465808
163,1.0,0.0,0.0026305549162839,0.0,0.786025133442074
164,1.0,0.0,0.0025928551706356,0.0,0.7941971080529858
165,1.0,0.0,0.0025298362815965,0.0,0.7971067506353671
166,1.0,0.0,0.0025090992387189,0.0,0.7953556930484567
167,1.0,0.0,0.0024960304007972,0.0,0.7919491972426547
168,1.0,0.0,0.002481178180578,0.0,0.7884617605154641
169,1.0,0.0,0.0024460703501014,0.0,0.7852435959199398
170,1.0,0.0,0.0023813415123468,0.0,0.7819737985938018
171,1.0,0.0,0.0023209474654281,0.0,0.7783860286508316
172,1.0,0.0,0.0023197851432324,0.0,0.7751341279269668
173,1.0,0.0,0.0023742869769183,0.0,0.7722842067871643
174,1.0,0.0,0.0024984296963279,0.0,0.7709293560247545
175,1.0,0.0,0.0027121188706258,0.0,0.771527545128976
176,1.0,0.0,0.0029717827105225,0.0,0.774664910908242
177,1.0,0.0,0.0033385277987524,0.0,0.7807823277287027
178,1.0,0.0,0.0038459568409205,0.0,0.7898674807453312
179,1.0,0.0,0.0043692391959384,0.0,0.8015123447131909
180,1.0,0.0,0.0047623289455119,0.0,0.8118978610038682
181,1.0,0.0,0.0051807460632625,0.0,0.820279201923898
182,1.0,0.0,0.0056445581801981,0.0,0.826790620022559
183,1.0,0.0,0.0059838171898434,0.0,0.8313122680365184
184,1.0,0.0,0.0062221301421529,0.0,0.834971689865448
185,1.0,0.0,0.0063431082625734,0.0,0.8382584729658067
186,1.0,0.0,0.0063373580945862,0.0,0.8411635471588634
187,1.0,0.0,0.006125238973692,0.0,0.8418775915286532
188,1.0,0.0,0.0057737199196362,0.0,0.8391251002186348
189,1.0,0.0,0.0052577669204609,0.0,0.8344588783449209
190,1.0,0.0,0.0047635815439834,0.0,0.8289422326787648
191,1.0,0.0,0.0043250451814163,0.0,0.8227013067309812
192,1.0,0.0,0.0039084301211595,0.0,0.8157469223892044
193,1.0,0.0,0.0035749219041425,0.0,0.8079498359308115
194,1.0,0.0,0.0033405999686839,0.0,0.8000025235469275
195,1.0,0.0,0.003187790314918,0.0,0.7921684041036909
196,1.0,0.0,0.0031605009758324,0.0,0.7847606858871508
197,1.0,0.0,0.0030548817761065,0.0,0.7782940643289674
198,1.0,0.0,0.002874652841761,0.0,0.7723283272692376
199,1.0,0.0,0.0027086864080153,0.0,0.7661932097596267
200,1.0,0.0,0.0025901774892579,0.0,0.7602742227579959
201,1.0,0.0,0.0023661383555071,0.0,0.7550982731651359
202,1.0,0.0,0.0021140586128056,0.0,0.751284170764599
203,1.0,0.0,0.0019428689966743,0.0,0.7481265486134159
204,1.0,0.0,0.0018219900586932,0.0,0.7450073138879942
205,1.0,0.0,0.001753364070925,0.0,0.7415428936519639
206,1.0,0.0,0.0017088388677455,0.0,0.7373604404603017
207,1.0,0.0,0.0015992469524315,0.0,0.7325234624877657
208,1.0,0.0,0.0013851556384558,0.0,0.7307252346400057
209,1.0,0.0,0.0011911020325291,0.0,0.7328208722646835
210,1.0,0.0,0.0010794427652027,0.0,0.7362216576369234
211,1.0,0.0,0.0010444545095503,0.0,0.7378251277285703
212,1.0,0.0,0.0011132614831569,0.0,0.7398883013082059
213,1.0,0.0,0.0012495419693907,0.0,0.7445519771657296
214,1.0,0.0,0.0013887992353975,0.0,0.7529531071451996
215,1.0,0.0,0.0014836527717871,0.0,0.7647332003290261
216,1.0,0.0,0.0015124995565615,0.0,0.7786767711177528
217,1.0,0.0,0.0014657378874282,0.0,0.7926588448951932
218,1.0,0.0,0.0014491648122029,0.0,0.8042535030296206
219,1.0,0.0,0.0014886283445213,0.0,0.8135646992233334
220,1.0,0.0,0.0015639368888794,0.0,0.820428188318634
221,1.0,0.0,0.0015428966121108,0.0,0.8255988045620559
222,1.0,0.0,0.0014963800270772,0.0,0.82958388015749
223,1.0,0.0,0.001500944981902,0.0,0.8330265273213278
224,1.0,0.0,0.0015034940972561,0.0,0.8355901567291275
225,1.0,0.0,0.0015306262742863,0.0,0.8351143828675196
226,1.0,0.0,0.0016121190847229,0.0,0.8315983794563415
227,1.0,0.0,0.0016967914312058,0.0,0.8263690046887904
228,1.0,0.0,0.0017194604780691,0.0,0.8199744635158749
229,1.0,0.0,0.0017362936241961,0.0,0.8126035905734128
230,1.0,0.0,0.0017885280961322,0.0,0.8040061029207096
231,1.0,0.0,0.0018204131507208,0.0,0.7950917719919065
232,1.0,0.0,0.001839818535674,0.0,0.7865905009924714
233,1.0,0.0,0.0018996248335568,0.0,0.7786215588682127
234,1.0,0.0,0.0019680859486867,0.0,0.7716871049192082
235,1.0,0.0,0.0020535767700288,0.0,0.76622293245057
236,1.0,0.0,0.0021899643655311,0.0,0.7610236516750505
237,1.0,0.0,0.0022396463506143,0.0,0.7554072274105351
238,1.0,0.0,0.0021697098923877,0.0,0.7496166102410193
239,1.0,0.0,0.0021308698819749,0.0,0.7441563316397848
240,1.0,0.0,0.0021551468190416,0.0,0.7397176715960997
241,1.0,0.0,0.0022272890549231,0.0,0.7354575225057252
242,1.0,0.0,0.0023683448853668,0.0,0.7305942958198234
243,1.0,0.0,0.0025319088396667,0.0,0.7248407696279625
244,1.0,0.0,0.0026765129847302,0.0,0.717730955677321
245,1.0,0.0,0.0027998791997178,0.0,0.7106681223281225
246,1.0,0.0,0.0028085078548911,0.0,0.7069516799622781
247,1.0,0.0,0.0027321925809472,0.0,0.7058610678966368
248,1.0,0.0,0.0026345120751793,0.0,0.7028470040409915
249,1.0,0.0,0.0025739718410325,0.0,0.6974466198611962
250,1.0,0.0,0.0025455795055922,0.0,0.6923974292654962
251,1.0,0.0,0.0025514320683481,0.0,0.689446817012437
252,1.0,0.0,0.0024980499953553,0.0,0.6888034809083832
253,1.0,0.0,0.0024556984463155,0.0,0.6892173087109208
254,1.0,0.0,0.0024401107353159,0.0,0.6892868102485648
255,1.0,0.0,0.0024139488051313,0.0,0.6883325052754425
256,1.0,0.0,0.0023743389787766,0.0,0.6877136586561687
257,1.0,0.0,0.0023714789362606,0.0,0.688502746807313
258,1.0,0.0,0.0023732118235933,0.0,0.692330593093076
259,1.0,0.0,0.0024314414917207,0.0,0.7002818998677386
260,1.0,0.0,0.002488933093516,0.0,0.7128571100600976
261,1.0,0.0,0.002525031405334,0.0,0.7304194025952047
262,1.0,0.0,0.0026141156792309,0.0,0.7531675993420173
263,1.0,0.0,0.0027234536441163,0.0,0.7767336434467738
264,1.0,0.0,0.002921335696728,0.0,0.795116234289063
265,1.0,0.0,0.0031496644750707,0.0,0.8073136527463497
266,1.0,0.0,0.003451421061221,0.0,0.8132273578422013
267,1.0,0.0,0.0036358186041054,0.0,0.81354708357326
268,1.0,0.0,0.0037909422742723,0.0,0.8100327405226214
269,1.0,0.0,0.0038547963792224,0.0,0.8048949559571372
270,1.0,0.0,0.0037513983322824,0.0,0.7980427966533967
271,1.0,0.0,0.0034980723501252,0.0,0.7888843461684831
272,1.0,0.0,0.0033157288624543,0.0,0.7801806729768765
273,1.0,0.0,0.0033097794598812,0.0,0.7732320619783404
274,1.0,0.0,0.0034095563225731,0.0,0.7685300874400331
275,1.0,0.0,0.0035433421598592,0.0,0.7699948113872972
276,1.0,0.0,0.0036849687033597,0.0,0.7781974503162732
277,1.0,0.0,0.0037082666013823,0.0,0.7855543238967155
278,1.0,0.0,0.0036469827077061,0.0,0.7874590821404793
279,1.0,0.0,0.0036547595986591,0.0,0.7850715481123305
280,1.0,0.0,0.0038071292902754,0.0,0.7810381331008969
281,1.0,0.0,0.0039973047805346,0.0,0.7765240787559264
282,1.0,0.0,0.0040447143998548,0.0,0.7717670209213242
283,1.0,0.0,0.003935755002316,0.0,0.7669597918708352
284,1.0,0.0,0.0038673178616866,0.0,0.7619121604323214
285,1.0,0.0,0.0037928200814289,0.0,0.7567639628487746
286,1.0,0.0,0.0037202403425325,0.0,0.7518369968546312
287,1.0,0.0,0.0036231322536522,0.0,0.747921546426188
288,1.0,0.0,0.0035351792792367,0.0,0.7449311511197052
289,1.0,0.0,0.0035787484605031,0.0,0.7434592095508286
290,1.0,0.0,0.0036929519870951,0.0,0.7436398593325388
291,1.0,0.0,0.0036830571570095,0.0,0.7453210521119285
292,1.0,0.0,0.0036744352744724,0.0,0.7480906834360095
293,1.0,0.0,0.0037392289981772,0.0,0.7510761778486315
294,1.0,0.0,0.0037406304734674,0.0,0.7555076104386519
295,1.0,0.0,0.003800942308378,0.0,0.7631088518535007
296,1.0,0.0,0.0038579546132012,0.0,0.774055233940611
297,1.0,0.0,0.0037904081590205,0.0,0.7891831434094985
298,1.0,0.0,0.0036056144125944,0.0,0.8095577501232445
299,1.0,0.0,0.0033749298631141,0.0,0.830372775037082
300,1.0,0.0,0.0031096712237435,0.0,0.8482016845361278
301,1.0,0.0,0.0028037999593886,0.0,0.8644466311059711
302,1.0,0.0,0.0025592104144384,0.0,0.8784375896811865
303,1.0,0.0,0.0023736727569783,0.0,0.8891835035425464
304,1.0,0.0,0.0023133150882181,0.0,0.8970187091914825
305,1.0,0.0,0.0023399367251599,0.0,0.9031445536307381
306,1.0,0.0,0.0023888380774165,0.0,0.9103890356329696
307,1.0,0.0,0.0023430200488613,0.0,0.9246524103997478
308,1.0,0.0,0.0022255560001692,0.0,0.9348066277226497
309,1.0,0.0,0.0021818225129111,0.0,0.9346156059534694
310,1.0,0.0,0.0021521054447272,0.0,0.9239233990258477
311,1.0,0.0,0.002135654279913,0.0,0.904007023433252
312,1.0,0.0,0.0020984316661195,0.0,0.878719210690114
313,1.0,0.0,0.0020479164696888,0.0,0.8539962066113838
314,1.0,0.0,0.0020602520842493,0.0,0.831968925017172
315,1.0,0.0,0.0020741975657882,0.0,0.8133949207413247
316,1.0,0.0,0.0020838082512497,0.0,0.7976801798327071
317,1.0,0.0,0.0021373775638025,0.0,0.7840913365951527
318,1.0,0.0,0.0022174851553972,0.0,0.772073606313184
319,1.0,0.0,0.0023932116771719,0.0,0.7608125044081555
320,1.0,0.0,0.002579608189538,0.0,0.7504765718175459
321,1.0,0.0,0.0027257189711154,0.0,0.7440710947128468
322,1.0,0.0,0.0028543633254771,0.0,0.7420720025200482
323,1.0,0.0,0.0028826495454442,0.0,0.7407851368338797
324,1.0,0.0,0.0028474809899913,0.0,0.7378352997306907
325,1.0,0.0,0.002903770473872,0.0,0.7362455790714417
326,1.0,0.0,0.0030638814540641,0.0,0.7379035446225732
327,1.0,0.0,0.003269432345394,0.0,0.7440558161738222
328,1.0,0.0,0.0035581211733059,0.0,0.7543413817006004
329,1.0,0.0,0.0040766147431494,0.0,0.767605540207781
330,1.0,0.0,0.0047861849766474,0.0,0.7808450044096209
331,1.0,0.0,0.005674800720201,0.0,0.7916987000143113
332,1.0,0.0,0.0064081717272783,0.0,0.8003030998453269
333,1.0,0.0,0.0068406126769902,0.0,0.8065414937775639
334,1.0,0.0,0.0070574685441252,0.0,0.8112610975798007
335,1.0,0.0,0.0070461929263916,0.0,0.8149311456588818
336,1.0,0.0,0.0066544617756665,0.0,0.8184257963494571
337,1.0,0.0,0.0060493112997268,0.0,0.8209659182293214
338,1.0,0.0,0.0054723891444366,0.0,0.8204622287089731
339,1.0,0.0,0.0048283422232676,0.0,0.8169261024226921
340,1.0,0.0,0.0042158160749575,0.0,0.8118447798510073
341,1.0,0.0,0.0036998221889874,0.0,0.805831707546059
342,1.0,0.0,0.0032441880880872,0.0,0.7989948902172062
343,1.0,0.0,0.0027708092770016,0.0,0.7909284374112694
344,1.0,0.0,0.0024023908809238,0.0,0.7824583373197396
345,1.0,0.0,0.0021194337023703,0.0,0.7737413419962142
346,1.0,0.0,0.001878108401378,0.0,0.7651011473796966
347,1.0,0.0,0.0017772942171534,0.0,0.7577649982034695
348,1.0,0.0,0.001728461131514,0.0,0.7516707981191425
349,1.0,0.0,0.0016680079468302,0.0,0.7455075835143
350,1.0,0.0,0.0015597388197755,0.0,0.7390724896199402
351,1.0,0.0,0.0014217005707934,0.0,0.7334384632104026
352,1.0,0.0,0.0013550980565032,0.0,0.7286187918084857
353,1.0,0.0,0.0013510052302196,0.0,0.7250845349194096
354,1.0,0.0,0.0013285433637677,0.0,0.7220812926147079
355,1.0,0.0,0.0012991331898622,0.0,0.7190582756721169
356,1.0,0.0,0.0012690939771526,0.0,0.7159989152086688
357,1.0,0.0,0.0011992976982712,0.0,0.7124014346775502
358,1.0,0.0,0.0010798599739786,0.0,0.7097651178824353
359,1.0,0.0,0.0009464711926071,0.0,0.7110004317730902
360,1.0,0.0,0.000837853155457,0.0,0.7150153177020209
361,1.0,0.0,0.0007599468114242,0.0,0.7172109967062564
362,1.0,0.0,0.0007613164090426,0.0,0.7179610977637302
363,1.0,0.0,0.0007990814008659,0.0,0.7203396192022355
364,1.0,0.0,0.0008692576622207,0.0,0.72609142153618
365,1.0,0.0,0.0009779302540179,0.0,0.736098728033304
366,1.0,0.0,0.0011502460218688,0.0,0.7490867932946098
367,1.0,0.0,0.0013687863258386,0.0,0.7636720228065537
368,1.0,0.0,0.0014672206063605,0.0,0.7768078012992168
369,1.0,0.0,0.0014510852065025,0.0,0.7876322753812056
370,1.0,0.0,0.0014294043797594,0.0,0.7963839971731008
371,1.0,0.0,0.0014192004604961,0.0,0.8028242158522485
372,1.0,0.0,0.0014812286852717,0.0,0.8084155633309099
373,1.0,0.0,0.0015335043057106,0.0,0.8130216771693769
374,1.0,0.0,0.0015016646032902,0.0,0.8170872889691823
375,1.0,0.0,0.0013951744963503,0.0,0.8188307552164253
376,1.0,0.0,0.0012274832562903,0.0,0.8169796546050825
377,1.0,0.0,0.0011237927172045,0.0,0.8123974330335473
378,1.0,0.0,0.0011354511830458,0.0,0.8061417413975036
379,1.0,0.0,0.0011915160564888,0.0,0.7988236076613164
380,1.0,0.0,0.0012226335826314,0.0,0.79055481369924
381,1.0,0.0,0.0012814052682097,0.0,0.781354462343749
382,1.0,0.0,0.0013631950965252,0.0,0.7719631024310138
383,1.0,0.0,0.0013692606690551,0.0,0.7629640535751596
384,1.0,0.0,0.0013376862947348,0.0,0.7542080585147917
385,1.0,0.0,0.0013354769505344,0.0,0.746274576474425
386,1.0,0.0,0.0014191585154775,0.0,0.7387712389369889
387,1.0,0.0,0.0014490081631142,0.0,0.7309229659260229
388,1.0,0.0,0.0014684211005925,0.0,0.7230660327359516
389,1.0,0.0,0.0014671359281821,0.0,0.7161259077705089
390,1.0,0.0,0.001473379990965,0.0,0.7103456983919426
391,1.0,0.0,0.0014856449597077,0.0,0.7050529490208159
392,1.0,0.0,0.0014447651712055,0.0,0.7000381733387779
393,1.0,0.0,0.0014709740656532,0.0,0.6950068239192043
394,1.0,0.0,0.0015836191212478,0.0,0.6893624724009149
395,1.0,0.0,0.0017280434328771,0.0,0.6831404083263106
396,1.0,0.0,0.0018535067011083,0.0,0.6789129270999748
397,1.0,0.0,0.0019003845911016,0.0,0.6781321373502673
398,1.0,0.0,0.0018704844408177,0.0,0.678429019919233
399,1.0,0.0,0.0017709234575934,0.0,0.6760266668726871
400,1.0,0.0,0.001674262755717,0.0,0.6726280008450882
401,1.0,0.0,0.0015520558731321,0.0,0.6703407574030288
402,1.0,0.0,0.0015150890109265,0.0,0.6704238436428386
403,1.0,0.0,0.0015215424891531,0.0,0.6726027688938299
404,1.0,0.0,0.0015000644857033,0.0,0.6752002242693763
405,1.0,0.0,0.0014419904867705,0.0,0.6758056609309012
406,1.0,0.0,0.001352381826396,0.0,0.6743636028054067
407,1.0,0.0,0.0013141961679873,0.0,0.6726668139302835
408,1.0,0.0,0.0013548975783216,0.0,0.6733208721156436
409,1.0,0.0,0.0014034733989448,0.0,0.678338061993166
410,1.0,0.0,0.001418270177754,0.0,0.6878738359278715
411,1.0,0.0,0.001389318760435,0.0,0.7022327255677308
412,1.0,0.0,0.0013515135372176,0.0,0.7215092365943351
413,1.0,0.0,0.001349784551052,0.0,0.7452320158631346
414,1.0,0.0,0.0013996924835859,0.0,0.7672003973485602
415,1.0,0.0,0.0014268444505927,0.0,0.7831756112392307
416,1.0,0.0,0.0013750225966134,0.0,0.7931369492626226
417,1.0,0.0,0.0013118936290652,0.0,0.7968631501956056
418,1.0,0.0,0.0013355204672123,0.0,0.7957588941184518
419,1.0,0.0,0.0013734509523019,0.0,0.7917273324247943
420,1.0,0.0,0.001379615964533,0.0,0.786501191898336
421,1.0,0.0,0.0013909383410385,0.0,0.7785527471966545
422,1.0,0.0,0.0014289821809747,0.0,0.7685012858465359
423,1.0,0.0,0.001508834184691,0.0,0.7601913097982775
424,1.0,0.0,0.0016811730884302,0.0,0.7535815765376933
425,1.0,0.0,0.0019702634995263,0.0,0.7506259454762858
426,1.0,0.0,0.0024267369036762,0.0,0.7554444354117712
427,1.0,0.0,0.0028342366531126,0.0,0.76409504105784
428,1.0,0.0,0.0032055757051884,0.0,0.768911336289401
429,1.0,0.0,0.0033530482920503,0.0,0.7675267886389587
430,1.0,0.0,0.0033187306400143,0.0,0.7625954742299279
431,1.0,0.0,0.0031471872295502,0.0,0.7569381719503899
432,1.0,0.0,0.003015722810302,0.0,0.751262753298265
433,1.0,0.0,0.0029853189181697,0.0,0.7456203133552988
434,1.0,0.0,0.0028853959142472,0.0,0.7400459273975768
435,1.0,0.0,0.0026956634920897,0.0,0.7348686574028417
436,1.0,0.0,0.0025103461229573,0.0,0.7299044219622617
